block_size,nucleophilic,hydrophobic,aromatic,acidic,amide,basic
1.0,0.8260869565217391,0.71875,0.8157894736842105,0.864406779661017,0.8421052631578947,0.8421052631578947
2.0,0.13043478260869565,0.2265625,0.15789473684210525,0.11864406779661017,0.15789473684210525,0.15789473684210525
3.0,0.03260869565217391,0.03125,0.02631578947368421,0.0,0.0,0.0
4.0,0.0,0.0078125,0.0,0.01694915254237288,0.0,0.0
5.0,0.010869565217391304,0.015625,0.0,0.0,0.0,0.0
