block_size,nucleophilic,hydrophobic,aromatic,acidic,amide,basic
1.0,0.5393258426966292,0.7202380952380952,0.7662337662337663,0.9411764705882353,0.8412698412698413,0.8080808080808081
2.0,0.2752808988764045,0.19047619047619047,0.18181818181818182,0.058823529411764705,0.15873015873015872,0.12121212121212122
3.0,0.12359550561797752,0.05952380952380952,0.03896103896103896,0.0,0.0,0.0707070707070707
4.0,0.02247191011235955,0.023809523809523808,0.0,0.0,0.0,0.0
5.0,0.028089887640449437,0.005952380952380952,0.012987012987012988,0.0,0.0,0.0
6.0,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0
7.0,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0
