,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass (kPa)_max
0,0.5187030996297279,0.19930214833259108,0.09476832310244172,0.18722642893523825,0.0,0.0,22.363765038924274
1,0.42178707272479005,0.4062137461445382,0.17199918113067175,0.0,0.0,0.0,12.569002123142251
2,0.5368643097418104,0.10837528063313279,0.1840671899149181,0.17069321971013868,0.0,0.0,10.927105449398443
3,0.2163563060405009,0.1994740702224794,0.0881418434484952,0.17430278490590836,0.32172499538261606,0.0,126.82236376503893
4,0.11982103312688624,0.4100782635726174,0.1918131069994494,0.18716702427784399,0.09112057202320299,0.0,109.27105449398444
5,0.23359972043322955,0.2999268066669277,0.46647347289984264,0.0,0.0,0.0,7.19037508846426
6,0.5083477338623493,0.22245732419009484,0.10150779687566042,0.16768714507189547,0.0,0.0,39.97169143665959
7,0.4279597500148048,0.3820111115391019,0.09970859608637408,0.09032054235971926,0.0,0.0,77.5654635527247
8,0.44303394698918414,0.17691555573758633,0.38005049727322954,0.0,0.0,0.0,11.040339702760084
9,0.638621162720913,0.11451410258815117,0.08572782173699028,0.0763537893540844,0.08478312359986119,0.0,76.9992922859165
10,0.5069656195679517,0.3052583981925558,0.10062452884908858,0.08715145339040398,0.0,0.0,44.217975937721164
11,0.3078800999942429,0.2213090350308787,0.38635015696330094,0.08446070801157755,0.0,0.0,103.60934182590233
12,0.2123454146473781,0.5079801849379997,0.19680715250970285,0.08286724790491946,0.0,0.0,104.74168435951876
13,0.2306518816149881,0.49923541836127544,0.18200348810610692,0.0,0.0881092119176296,0.0,21.231422505307854
14,0.23410077528009438,0.5044048392812583,0.09694436553100166,0.16455001990764564,0.0,0.0,67.37438075017693
15,0.19063616336722153,0.4043636547955581,0.2266512161027418,0.09572775390463152,0.08262121182984702,0.0,58.881811748053785
16,0.40952353647686185,0.4153046351705805,0.17517182835255768,0.0,0.0,0.0,10.021231422505307
17,0.5536943211729035,0.27425453442042697,0.07774562228952112,0.0943055221171485,0.0,0.0,69.63906581740977
18,0.5426729399285165,0.21999155422362437,0.14905080160391457,0.08828470424394456,0.0,0.0,50.389242745930645
19,0.5705274908941438,0.2536266502916755,0.08758241174812822,0.08826344706605237,0.0,0.0,44.78414720452937
20,0.5722976613136135,0.2490081824570476,0.09012862139866443,0.0885655348306745,0.0,0.0,51.238499646142955
21,0.42835735362010097,0.30310247640275706,0.08805903089758042,0.1804811390795615,0.0,0.0,60.01415428167021
22,0.1939385653003168,0.35217163011179914,0.4538898045878841,0.0,0.0,0.0,6.510969568294409
23,0.5108891068589234,0.22671781141562042,0.17758739409884444,0.08480568762661166,0.0,0.0,60.58032554847841
24,0.508476553543306,0.23241162171545077,0.17283840647653145,0.08627341826471183,0.0,0.0,66.58174097664543
25,0.5535924602587167,0.21312607537615638,0.17154571305862507,0.061735751306501885,0.0,0.0,70.20523708421797
26,0.5116229155075326,0.2263794860021154,0.19085958768639252,0.07113801080395929,0.0,0.0,67.94055201698514
27,0.524952922968346,0.20933004917372855,0.08369119470838728,0.18202583314953832,0.0,0.0,19.532908704883226
28,0.2300126235532236,0.4999971467399693,0.1805403311111953,0.08944989859561164,0.0,0.0,69.01627742392074
29,0.5227726109319161,0.22690265202872884,0.08653985934856558,0.16378487769078956,0.0,0.0,47.388535031847134
30,0.5071156852634597,0.30342887399438934,0.09979554928519888,0.08965989145695206,0.0,0.0,38.55626326963907
31,0.3128754814998835,0.4487101338189882,0.15128892521424933,0.0,0.08712545946687908,0.0,21.45789101203114
32,0.5057071166218131,0.23479371043905878,0.0883194749973266,0.17117969794180132,0.0,0.0,39.518754423213025
33,0.4965817485747678,0.3575734349454584,0.0,0.14584481647977382,0.0,0.0,79.03750884642605
34,0.21046771513593646,0.5095246553249995,0.08843370264625793,0.1915739268928061,0.0,0.0,96.41896673743807
35,0.4188853124496205,0.40333860718702447,0.17777608036335496,0.0,0.0,0.0,16.022646850672327
36,0.507843741003072,0.3066106278269983,0.09948653793907768,0.08605909323085224,0.0,0.0,44.16135881104034
