,tname,S,T,C,V,L,I,M,P,G,A,F,Y,W,D,E,N,Q,H,K,R,B,J,Z
0,Total,8.612488785821894,5.78566954990944,1.0487523546751334,7.6142757998640995,7.306203284333521,5.178471679817381,1.7514672134913514,5.660167481180735,4.556764900045703,6.920024471694326,3.674139561202208,3.5866024728018395,0.6105832823506369,4.125124837077035,6.624526344552751,5.914315215735396,4.795436464275437,3.596275079254919,8.397998737724858,4.240470669030007,0.0,0.00024181516132698488,0.0
