,tname,S,T,C,V,L,I,M,P,G,A,F,Y,W,D,E,N,Q,H,K,R,B,J,Z
0,Total,12.674475015593597,3.6619154326549155,0.519940551820793,4.633569739952718,3.7384588136545998,1.5833853119874328,0.9038895434349035,9.106506187384973,17.130316261233165,8.032434680158016,3.0315491179029888,7.272853281585696,0.34252007916156507,4.479866934645505,3.834253548024426,5.42734154211041,5.265014130493373,1.9186668822818245,2.1943462625422567,4.248696683376841,0.0,0.0,0.0
