,tname,S,T,C,V,L,I,M,P,G,A,F,Y,W,D,E,N,Q,H,K,R,B,J,Z
78,Acanthomorphata,9.089349804555766,6.150786742032955,4.702139376048635,5.822445587061346,7.388578731592068,3.4586729910383243,1.4866916082139454,7.431265661009037,8.433183348744475,5.825153821253964,3.3436375196185772,3.546755084064879,1.1470016623399402,5.388741225643625,5.293953028902018,4.0406854153850915,5.167181875980929,3.096414426892508,4.18048188513734,5.0068802044845775,0.0,0.0,0.0
79,Ovalentaria,9.183571528473525,6.380033281669678,4.854385559294748,5.843987178279572,7.5403247674421925,3.740334472217227,1.3992002123633125,6.672889140071302,8.60356850286719,5.816585460534391,3.5019966147461203,3.3267397950008992,1.1725651718458767,5.615639530403062,5.519162649175237,4.074007472676777,4.401971781939413,3.189160337155302,4.127098300808065,5.03677824303611,0.0,0.0,0.0
80,Atherinomorphae,9.17200926049597,6.178487155514002,5.171742130804506,5.921931347669293,7.69945683629402,3.68249410088598,1.3211789323716665,6.727772583589332,8.801366813587997,5.761653532790169,3.594563910778683,3.016895952985174,1.0885534927207159,5.691531988780553,5.4149414540759535,4.2607185788700415,4.264614220203909,3.112060905569654,4.2050665598147905,4.912960242197587,0.0,0.0,0.0
81,Cyprinodontiformes,9.289288612388424,6.292263997836083,4.936434947254531,5.913578577224777,7.577765756018393,3.6746010278604273,1.28550175818231,7.015147416824452,8.728698945090613,5.753989721395726,3.5609954016770353,3.032188260751961,1.0995401677035435,5.783743575872329,5.454422504733568,4.234514471192859,4.239924262915878,3.0944008655666755,4.115499053286449,4.917500676223965,0.0,0.0,0.0
82,Passeriformes,7.756760964327017,7.5210168134507605,5.440463481896629,5.504959523174095,7.25080064051241,4.591450938528601,1.4734009429766035,5.585579574770928,9.020549773151854,6.2577840049817635,3.313206120451917,2.895093852860066,0.9235165910506182,5.486611511431367,6.506316164042345,4.845543101147585,3.9398185214838537,2.9929499154879458,4.630926963793256,4.0632506004803846,0.0,0.0,0.0
83,Sar,6.887968466066279,4.396250126887768,3.2539027818087978,5.824255794303133,6.775592369291301,4.975430238892137,1.4889117962018024,6.113774364238666,6.430314667368183,5.786511151111537,2.972819567738052,3.350408971787309,0.9055854923316896,6.742708778631957,9.017824335858698,8.159848563916407,2.969102292272213,2.04693203247755,7.237964248388347,4.663893960428173,0.0,0.0,0.0
84,Carnivora,8.358408130008277,7.105096011343004,5.418080799656117,5.49795659119634,7.667755201550039,3.8208857551630557,1.3569260972495782,6.328151565116413,9.406096223061969,6.986725862433998,3.043941308936465,2.521059621343838,1.2725592973496636,5.2894454887821025,5.546074537907319,4.340238793330211,4.342805083821463,3.3948815336151976,3.323987758794357,4.978924339340591,0.0,0.0,0.0
85,Feliformia,8.638503667168434,7.3843000352304395,5.228197162348269,5.460718060404189,7.510489062550043,3.8413989687089645,1.3803926592575986,6.287672549082407,9.257278288441213,6.8411107196617875,2.9599974377862472,2.52057777920123,1.3304294910802934,5.408833231912372,5.631105274957563,4.315408512955194,4.2782564135413,3.423117573583576,3.3327995388015244,4.969413573327355,0.0,0.0,0.0
86,Felidae,8.478330111182714,7.212432316318897,5.442101286638075,5.5754316570742875,7.618349221869144,3.8006562817122584,1.3288593586809183,6.3376369414013025,9.425716465560024,6.834662933416294,2.9991926105345805,2.5636467337762863,1.279230831907439,5.40136145122701,5.541358340185033,4.225832018547736,4.259164611156789,3.351777367910343,3.3251112938231002,4.999148167077768,0.0,0.0,0.0
87,Ostariophysi,8.730956074980288,6.714016837500318,4.086018770506397,6.079431289264186,7.5800544293816925,4.077752626090495,2.0004069486481675,6.862807436986545,8.042322659409416,5.885494824121881,3.3833964951547677,3.118879873845919,1.11020678078185,5.229925986214615,6.181168451306051,4.286313808276318,4.05295419284279,2.757712948597299,5.24327898873261,4.576900577358394,0.0,0.0,0.0
88,Cypriniformes,8.923509838557285,6.820235796738282,3.9251530214024566,5.994536417039806,7.336811403688945,4.280491311670706,2.240890605102083,6.674403319229347,8.3001273466705,5.769625765107012,3.531816127839625,3.018321488723658,1.0670418600829807,5.394774678552356,5.947294910241137,4.440701639074888,4.262005504662532,2.714332662367005,4.814525736351312,4.5434005668980815,0.0,0.0,0.0
89,Galloanserae,8.470049340093244,8.162863084639328,3.822837802938658,5.375079854834106,7.324897038235174,4.615269603512253,1.4550570197496295,6.30071631485232,8.150630003669924,6.48693099183102,2.851667097089886,2.959046363376874,1.0146661048510963,6.119938562748909,6.898778051134278,4.803523127319188,3.797692025390439,3.010697149692134,4.191189463239592,4.188471000801947,0.0,0.0,0.0
90,Caulobacterales,8.515619936483246,8.825102080497764,0.7275260872383175,8.873711841337741,5.918238382267159,3.821537364702832,1.688379026508523,3.063225095599196,11.644468209216411,14.613714433858318,1.8447404238771146,3.3313889428997343,0.3435089766025018,4.848823643787672,2.9506124829865836,7.390303973037786,4.642232160217771,0.6465098191716897,1.288968824940048,5.02138829476959,0.0,0.0,0.0
91,Caulobacteraceae,8.515619936483246,8.825102080497764,0.7275260872383175,8.873711841337741,5.918238382267159,3.821537364702832,1.688379026508523,3.063225095599196,11.644468209216411,14.613714433858318,1.8447404238771146,3.3313889428997343,0.3435089766025018,4.848823643787672,2.9506124829865836,7.390303973037786,4.642232160217771,0.6465098191716897,1.288968824940048,5.02138829476959,0.0,0.0,0.0
92,Chelicerata,8.65337717711103,6.866061454711371,6.984062052581066,4.808131027863874,3.765005742695763,3.4031372425620288,1.0604320395223337,9.941943705848109,6.958888591702198,5.649868626001038,3.1403892446388393,5.6860554760144115,0.2674680218379773,4.724743938702622,5.6357085542566745,5.585361632498938,3.8798596579556004,1.9761166789911735,7.816359602888655,3.1970295316162933,0.0,0.0,0.0
93,Arachnida,8.779777032293044,5.774118125444749,7.426044525770052,4.576259699772966,3.808749279929518,3.4665040154518656,1.0657043136457591,9.384636237335231,7.297278980719054,5.884246552133103,3.2072786418623562,5.853749449357866,0.2321168377892989,4.888007861475382,5.879163701670564,5.892717969570668,3.4936125512520757,1.985700247365389,7.844532547185795,3.2598014299752633,0.0,0.0,0.0
94,Deltaproteobacteria,6.067580733983818,6.238909520514739,3.8657234169737875,6.70723958259789,6.547677883053983,2.8594021378443637,1.108459594176704,6.327868698136564,11.56939992563201,10.164880422862037,2.319057503400688,1.830958735179354,1.0025558112935795,13.459194095746433,4.226266962255892,5.11774147239206,3.246303957977379,1.0246779348291655,2.0182907600126145,4.297810851136936,0.0,0.0,0.0
95,Myxococcales,5.71732560492425,6.07176193366884,4.003237576778219,6.851130214554735,6.7832455401727145,2.426877109157251,1.1435956684355846,6.803480395036586,11.533214535153165,10.730347713135032,2.2578181604558716,1.5992062714995332,0.828323574911391,13.088034673402914,4.348535583971384,4.654016618690479,3.2042871782821263,1.0143536922082754,2.0776626784420467,4.863545277119601,0.0,0.0,0.0
96,Cystobacterineae,5.880084571094239,6.059598686222624,3.5331037325638603,7.493052138877438,7.191202478624523,2.299110407829475,1.1422416658909884,6.7789848809223034,10.782814515378377,10.165817853011182,2.1554991157267662,1.577064744757523,0.7007699160937728,12.395782083161576,4.3668470672712525,4.845551374280281,3.4785846309322768,0.8497001449410263,2.8150472720503172,5.489142720370198,0.0,0.0,0.0
97,Protacanthopterygii,8.6095782933707,7.112789007718453,3.9588194762106044,6.530865126836245,7.871895682182707,3.8285380103414535,1.5824855387572885,7.918797009895601,7.578328112424219,5.662322021041905,2.819869950145626,4.593434972177669,1.2020636584193674,4.944326386918583,5.900302832029554,3.9466598727294837,4.161479534229284,2.9825770252977657,4.086784827130971,4.706345575930934,0.000579028737196227,0.0,0.001158057474392454
98,Salmoniformes,8.841951354448637,7.136129826849236,3.6098871786765723,6.619114421766019,7.936351122614978,3.6770662504198692,1.5484117418479513,8.32625318606627,7.209236463746353,5.758958856111649,2.7569764148768714,4.727562519346914,1.2355680253963235,4.832941455414831,6.059947442255636,3.7943003167954266,4.190129945400539,2.991444547627986,3.9220722767777754,4.823720798508888,0.0006586183504244795,0.0,0.001317236700848959
99,Salmonidae,8.841951354448637,7.136129826849236,3.6098871786765723,6.619114421766019,7.936351122614978,3.6770662504198692,1.5484117418479513,8.32625318606627,7.209236463746353,5.758958856111649,2.7569764148768714,4.727562519346914,1.2355680253963235,4.832941455414831,6.059947442255636,3.7943003167954266,4.190129945400539,2.991444547627986,3.9220722767777754,4.823720798508888,0.0006586183504244795,0.0,0.001317236700848959
100,Salmoninae,8.841951354448637,7.136129826849236,3.6098871786765723,6.619114421766019,7.936351122614978,3.6770662504198692,1.5484117418479513,8.32625318606627,7.209236463746353,5.758958856111649,2.7569764148768714,4.727562519346914,1.2355680253963235,4.832941455414831,6.059947442255636,3.7943003167954266,4.190129945400539,2.991444547627986,3.9220722767777754,4.823720798508888,0.0006586183504244795,0.0,0.001317236700848959
101,Spiralia,13.311761820308668,7.9289460775065095,3.2404437568393645,4.459265688087242,4.504546998226482,3.045168106863892,0.9575110373193464,9.575110373193464,8.046866155994113,6.195992604052678,1.8678540432436512,8.727972529338516,0.908456284668503,3.249877363118373,2.4668880419606807,4.393230444134184,2.981962944794536,3.147051054677182,7.0638843817214445,3.9272102939511715,0.0,0.0,0.0
102,Lophotrochozoa,13.311761820308668,7.9289460775065095,3.2404437568393645,4.459265688087242,4.504546998226482,3.045168106863892,0.9575110373193464,9.575110373193464,8.046866155994113,6.195992604052678,1.8678540432436512,8.727972529338516,0.908456284668503,3.249877363118373,2.4668880419606807,4.393230444134184,2.981962944794536,3.147051054677182,7.0638843817214445,3.9272102939511715,0.0,0.0,0.0
103,Mollusca,9.05373831775701,9.688804931397891,3.3754225492145555,4.742493537482601,4.820789421356134,3.488516603698548,0.9693776098627958,12.08490753628952,5.150129250347982,5.04697753032412,1.8269039570491152,9.134519785245576,0.954464108172599,3.6649930403658777,2.6782163451978525,4.951282561145357,3.631437661562935,3.346838337641678,7.064028633923245,4.326158281964605,0.0,0.0,0.0
104,Bivalvia,8.31286635884337,10.637914660903167,3.4466385041097687,4.820381831876085,4.510921177587845,3.7773848118675706,0.8776238661296133,12.031306284179847,5.115106264531552,4.697579984936307,1.4130399187870453,9.637488947833775,0.9529423322526771,3.837967056357861,2.4887840979795004,4.782722598814553,2.8047941841045287,3.8477912041130433,7.464714935979304,4.542030978812588,0.0,0.0,0.0
105,Autobranchia,8.31286635884337,10.637914660903167,3.4466385041097687,4.820381831876085,4.510921177587845,3.7773848118675706,0.8776238661296133,12.031306284179847,5.115106264531552,4.697579984936307,1.4130399187870453,9.637488947833775,0.9529423322526771,3.837967056357861,2.4887840979795004,4.782722598814553,2.8047941841045287,3.8477912041130433,7.464714935979304,4.542030978812588,0.0,0.0,0.0
106,Pteriomorphia,8.31286635884337,10.637914660903167,3.4466385041097687,4.820381831876085,4.510921177587845,3.7773848118675706,0.8776238661296133,12.031306284179847,5.115106264531552,4.697579984936307,1.4130399187870453,9.637488947833775,0.9529423322526771,3.837967056357861,2.4887840979795004,4.782722598814553,2.8047941841045287,3.8477912041130433,7.464714935979304,4.542030978812588,0.0,0.0,0.0
107,Mytiloida,7.595002065262288,7.749896736885584,3.4180090871540685,3.898182569186287,3.5109458901280464,1.9619991738950846,0.5163155720776539,14.12639405204461,7.522717885171417,5.793060718711276,1.063610078479967,12.252168525402727,2.2872779843040068,1.8329202808756713,0.929368029739777,4.920487401900042,1.0481206113176373,2.7571251548946716,13.444857496902106,3.3715406856670795,0.0,0.0,0.0
108,Mytiloidea,7.595002065262288,7.749896736885584,3.4180090871540685,3.898182569186287,3.5109458901280464,1.9619991738950846,0.5163155720776539,14.12639405204461,7.522717885171417,5.793060718711276,1.063610078479967,12.252168525402727,2.2872779843040068,1.8329202808756713,0.929368029739777,4.920487401900042,1.0481206113176373,2.7571251548946716,13.444857496902106,3.3715406856670795,0.0,0.0,0.0
109,Mytilidae,7.595002065262288,7.749896736885584,3.4180090871540685,3.898182569186287,3.5109458901280464,1.9619991738950846,0.5163155720776539,14.12639405204461,7.522717885171417,5.793060718711276,1.063610078479967,12.252168525402727,2.2872779843040068,1.8329202808756713,0.929368029739777,4.920487401900042,1.0481206113176373,2.7571251548946716,13.444857496902106,3.3715406856670795,0.0,0.0,0.0
110,Mytilinae,7.595002065262288,7.749896736885584,3.4180090871540685,3.898182569186287,3.5109458901280464,1.9619991738950846,0.5163155720776539,14.12639405204461,7.522717885171417,5.793060718711276,1.063610078479967,12.252168525402727,2.2872779843040068,1.8329202808756713,0.929368029739777,4.920487401900042,1.0481206113176373,2.7571251548946716,13.444857496902106,3.3715406856670795,0.0,0.0,0.0
111,Alveolata,7.026729596116131,4.808819537183684,3.2798140846236348,5.723544614455675,6.848751413660495,4.821967036298054,1.4985714268323413,6.010476609016506,6.324555754526453,6.007676678649557,3.015281532998397,3.9892920923879633,0.9139946606545263,6.471612966842738,8.655436916960152,7.618610528468596,3.04060264240385,2.1287992316017186,7.089058480806477,4.726404195513051,0.0,0.0,0.0
112,Apicomplexa,7.006526352417951,4.53326864976004,3.3588046069266455,5.823680537652571,6.752660260114323,4.941943529716556,1.5127828371790004,5.970996529184441,6.4131984968689,5.977346356405643,3.040805259688884,3.3581696242045256,0.915518088752805,6.553656675001873,8.879725382672337,7.841020645828227,3.040424270055612,2.0615349056352175,7.292014584283161,4.725922407651288,0.0,0.0,0.0
113,Aconoidasida,6.490646603660816,4.02788919749042,2.7520047558017264,5.660938184165865,6.851966082951665,5.353952461159355,1.5341295892048414,6.111109335498161,6.039836231666352,5.3963008300280295,3.0602689201325743,3.56269636059716,0.7921542055925416,6.783249861768532,9.451836321157245,8.858319936333622,2.709176971436425,2.1268469482007535,7.808240193556016,4.628437009597898,0.0,0.0,0.0
114,Piroplasmida,6.187411541645526,6.402382033273693,3.846770101743798,4.997730125243677,6.877720511656475,3.1991881859695037,1.8706438432985286,3.6277939487809436,9.89131305578551,5.71340828370764,1.7117526103559697,4.1672230085187065,0.8692285096269394,9.485406040537292,10.728496274734958,5.180655326194355,3.4675674953934896,2.7652415413784817,5.311506929794109,3.6985606323604028,0.0,0.0,0.0
115,Babesiidae,5.859211392329325,6.6041404894393585,3.7964458804523424,4.937772991084785,6.779153952013402,2.5474181774666427,1.7950098725542991,3.631903308801532,10.437982408903249,6.088075151079997,1.3387781966134147,4.031293005444863,0.8690839466283731,9.92341291210435,11.24274516843176,4.854005863698917,3.625919942559684,2.897445102614731,5.000598336624185,3.7396039011547897,0.0,0.0,0.0
116,Babesia,5.859211392329325,6.6041404894393585,3.7964458804523424,4.937772991084785,6.779153952013402,2.5474181774666427,1.7950098725542991,3.631903308801532,10.437982408903249,6.088075151079997,1.3387781966134147,4.031293005444863,0.8690839466283731,9.92341291210435,11.24274516843176,4.854005863698917,3.625919942559684,2.897445102614731,5.000598336624185,3.7396039011547897,0.0,0.0,0.0
117,Cetacea,8.262107064328568,7.563788326599596,5.436880142270356,5.612615983553143,7.770214877005932,3.6454676549355285,1.4231239778522389,6.4820459351627235,9.353519131242722,6.872616740310354,3.0757976431217076,2.5363979197585103,1.246967715896526,5.428892149484774,5.550393723960195,4.173936440802668,4.361444060927364,3.063605443606873,3.1371790613688058,5.0030060078114165,0.0,0.0,0.0
118,Whippomorpha,8.308470847084708,7.615401540154015,5.423102310231023,5.596479647964797,7.732893289328933,3.6594059405940595,1.4341034103410342,6.488008800880088,9.325412541254126,6.82024202420242,3.066226622662266,2.5425742574257426,1.24004400440044,5.451705170517052,5.567876787678768,4.195819581958196,4.34983498349835,3.062266226622662,3.1353135313531353,4.984818481848185,0.0,0.0,0.0
119,Eupercaria,9.264980298121118,5.81571097410167,4.070244179191802,5.684069623647574,7.102427608338172,3.2032728610496735,1.5486696245340472,8.831051402179838,8.011506429150803,5.959762956921809,3.268428680971398,3.791448187826056,1.1422214145461476,5.044922056796373,5.000155132904576,3.91910040644821,6.281109687828272,2.9187147903711224,4.229366215599279,4.912837469472061,0.0,0.0,0.0
120,Odontoceti,8.245325591614455,7.608411219567589,5.4942504900290805,5.586084655300954,7.719500935622275,3.672379146732234,1.4337979352124777,6.394324056107712,9.311786865739437,6.856951006966559,3.0887878383916183,2.5516073447582936,1.2501296046687305,5.469563886461373,5.4893131693155395,4.234246243933267,4.370022563555661,3.07595080453641,3.1796345395207837,4.967932101965547,0.0,0.0,0.0
121,Conoidasida,9.003408366891211,6.489505817729694,5.707622741415679,6.453628271506424,6.368264454630369,3.3471276312777976,1.4301532218655086,5.428643890610599,7.85841977966238,8.226473917642474,2.965464768868187,2.566481711730102,1.3930385188759193,5.664940832977651,6.665182078547083,3.9032295977384774,4.322625741520837,1.8087231923593199,5.2937938030817575,5.103271661068533,0.0,0.0,0.0
122,Coccidia,9.003408366891211,6.489505817729694,5.707622741415679,6.453628271506424,6.368264454630369,3.3471276312777976,1.4301532218655086,5.428643890610599,7.85841977966238,8.226473917642474,2.965464768868187,2.566481711730102,1.3930385188759193,5.664940832977651,6.665182078547083,3.9032295977384774,4.322625741520837,1.8087231923593199,5.2937938030817575,5.103271661068533,0.0,0.0,0.0
123,Eucoccidiorida,9.003408366891211,6.489505817729694,5.707622741415679,6.453628271506424,6.368264454630369,3.3471276312777976,1.4301532218655086,5.428643890610599,7.85841977966238,8.226473917642474,2.965464768868187,2.566481711730102,1.3930385188759193,5.664940832977651,6.665182078547083,3.9032295977384774,4.322625741520837,1.8087231923593199,5.2937938030817575,5.103271661068533,0.0,0.0,0.0
124,Eimeriorina,9.003408366891211,6.489505817729694,5.707622741415679,6.453628271506424,6.368264454630369,3.3471276312777976,1.4301532218655086,5.428643890610599,7.85841977966238,8.226473917642474,2.965464768868187,2.566481711730102,1.3930385188759193,5.664940832977651,6.665182078547083,3.9032295977384774,4.322625741520837,1.8087231923593199,5.2937938030817575,5.103271661068533,0.0,0.0,0.0
125,Sarcocystidae,7.95015667128179,6.389689884552524,5.158180739321889,6.980980835094367,6.4656832637594865,2.98352088776923,1.4896784334953832,5.981615848263083,7.856466203766357,9.263905226887083,3.0563912513923444,2.5567087579767023,1.1117935478498038,5.786947876869905,5.979533837873851,3.4311531214540762,4.59395592384006,2.1704958307741955,5.557926734054403,5.235215123723467,0.0,0.0,0.0
126,Chiroptera,8.405052794885684,7.605272132726142,4.784641001464482,5.6305628556716885,7.45882400144442,3.823031810673996,1.406972000989695,6.552049270768552,9.400766345015748,6.865675634107034,2.955042429835296,2.6888946844009336,1.226419510368394,5.667342066724176,5.924796544091587,4.355996014470948,4.059756187266369,3.2379079984753347,3.067386201777439,4.883610514842084,0.0,0.0,0.0
127,Microchiroptera,8.264650344833175,7.61145283768123,5.027837883834577,5.601614354136783,7.549861013185513,3.8227452124512737,1.3955410760740075,6.585462708581524,9.421117891614598,6.823725819130745,2.9264220822899194,2.7003152528911687,1.1791592715956334,5.719935490668028,5.746679309199063,4.321152739620562,4.103150097655458,3.2384332984853272,3.108766299546976,4.8519770165244385,0.0,0.0,0.0
128,Vespertilionidae,8.275207910167477,7.452190242593799,5.178591959529376,5.583873069405588,7.582493389031541,3.828613037979535,1.4208791629939064,6.610968458973671,9.47859579197486,6.80738129000115,2.954815467749971,2.730617406967386,1.1669796497144829,5.707469436247269,5.722799218181121,4.3067106120415435,4.048020541907792,3.2029663128042003,3.0841605028168475,4.856666538918484,0.0,0.0,0.0
129,Ruminantia,8.532837576355428,7.349850134689077,5.036992070417726,5.851955837159009,7.594187502371287,3.6734074439427857,1.4030428349205144,6.663884357096786,9.192244944417043,6.909739348180749,2.999582653564518,2.6383882839473385,1.2710095989680161,5.439921083583108,5.644041431118868,4.251621960010623,4.017907956140684,3.0185529460864284,3.382782562507114,5.128049474522897,0.0,0.0,0.0
130,Pecora,8.532837576355428,7.349850134689077,5.036992070417726,5.851955837159009,7.594187502371287,3.6734074439427857,1.4030428349205144,6.663884357096786,9.192244944417043,6.909739348180749,2.999582653564518,2.6383882839473385,1.2710095989680161,5.439921083583108,5.644041431118868,4.251621960010623,4.017907956140684,3.0185529460864284,3.382782562507114,5.128049474522897,0.0,0.0,0.0
131,Bovidae,8.70535933827073,7.471993547942915,4.860680810047898,5.851110914402054,7.504450542425226,3.7414062730518425,1.4399103006697944,6.700894042666195,9.03681410010524,6.811051114848583,2.976208039499179,2.649671004101384,1.2687734206721548,5.499001701533347,5.677023398542386,4.321697992584069,3.993193866611588,3.0401384831764577,3.3686426091489383,5.081978499700019,0.0,0.0,0.0
132,Bovinae,8.744426003319402,7.498650242956268,4.862124817532844,5.832950068987582,7.504649163150633,3.7363274610570096,1.4387410266152092,6.71979043772121,9.038373092843289,6.800775860345138,2.9674658561458935,2.650522905876942,1.2647723409786238,5.516007118718631,5.652982463156632,4.3092243396188685,3.992281389349917,3.0664480393529163,3.3214021476134294,5.082085224659561,0.0,0.0,0.0
133,Myomorpha,8.377802909552138,7.456179482665908,4.07665244765531,6.1316170849981795,8.126297615401866,4.076170174799796,1.7328063698598757,6.448711487498282,8.352001311782168,6.507789912298681,3.2524481375828,2.5246983986129834,1.1745755396030413,5.315852549897155,5.779075627617837,4.3623991145470375,4.67949351704714,2.8073102919438733,4.099078135436686,4.718798754771487,0.00024113642775673192,0.0,0.0
134,Muroidea,8.386694818455574,7.4387970549404905,4.0544015190098746,6.150951606283717,8.138471199632114,4.0833279765819315,1.7353402196432899,6.456780905571186,8.335517239674244,6.501035913309631,3.2526194514356916,2.524266083852114,1.1711506796481357,5.3143094488150044,5.778121708688321,4.35503889001518,4.682130371791512,2.8031468030083517,4.117199127756049,4.720451747207484,0.00024723468010304743,0.0,0.0
135,Muridae,8.337646761772504,7.387324832723141,3.933215503093044,6.229958338593612,8.250220931700543,4.197702310314354,1.7696629213483146,6.474876909481126,8.30829440727181,6.40417876530741,3.279257669486176,2.5710137608887766,1.1715692463072844,5.327610150233556,5.683625804822624,4.361507385431133,4.7105794722888525,2.770483524807474,4.0840802928923114,4.7468753945208935,0.00031561671506122964,0.0,0.0
136,Murinae,8.379253407582478,7.4309580082235245,3.8550199112895394,6.232395506200019,8.235179849127464,4.221840903940169,1.7868358856476836,6.482015087253537,8.255576779875028,6.3813254767377865,3.275811830219834,2.5745459254702627,1.1720141159711206,5.341082008612037,5.694952569041992,4.368828309644835,4.711691002687215,2.760384627836954,4.095574189788584,4.74439084404442,0.00032376080551688413,0.0,0.0
137,Perciformes,9.370284941294809,5.179410693536359,3.8188723747420266,5.350236728464647,7.104455351103866,2.9578051022354797,1.2955030263089438,10.318933074348346,7.821577842909419,5.759525502506027,3.077470040408595,4.119768994641092,1.0969285999202234,4.678205372782297,4.6860096078805435,3.8674320597977836,7.451310244359273,2.8814970257192902,4.302734950833319,4.862038466207662,0.0,0.0,0.0
138,Primates,8.53012995456504,7.270198144802196,4.163686808742261,5.704544251835164,7.870151273464018,4.085517512492723,1.5624787378002223,6.329445028236202,8.770383362186926,6.722408279595092,3.4246316442011837,2.4187122477830614,1.3001504418757608,5.5173612948585165,5.700159513747666,4.453684313977487,4.303696031812031,3.1196655503224293,3.648102088798506,5.104893518903513,0.0,0.0,0.0
139,Haplorrhini,8.54158793528361,7.273326291921434,4.064477368966753,5.729545182931359,7.884927825528025,4.098553926556136,1.5709131548432318,6.3374322102604355,8.704057209856686,6.731977377041767,3.443185818984034,2.409261071651211,1.3076677099584297,5.529284844491388,5.720662667919909,4.438189000539411,4.298491264450237,3.110172256191113,3.680429719926227,5.125857162698605,0.0,0.0,0.0
140,Catarrhini,8.491393372177457,7.257490239273725,4.009878240859295,5.766808970396848,7.925744814449733,4.1077485959638125,1.576624770671166,6.3491200437785675,8.651178127554187,6.7342872477382825,3.4519470588028947,2.423782145500595,1.2984484567002605,5.521080713225828,5.735062493203448,4.4459099662891,4.310505102237689,3.0806360520712386,3.728720213560832,5.13363337554504,0.0,0.0,0.0
141,Cercopithecidae,8.904310870990347,8.057169337884575,4.412030653073219,5.292515315233854,7.339444356534123,3.9322286773515382,1.450708682776861,6.318805524786943,9.072156791825847,7.050658950652169,3.4625991816804937,2.0932703393087233,1.3778059090806338,5.6632456993014895,5.612383299048308,4.261704003436038,4.0045663132671745,3.6038836268282206,3.0766100775369036,5.013902389402537,0.0,0.0,0.0
142,Hominidae,8.302402256067849,6.891323055230117,3.8239624265170917,5.98464505292843,8.203388248955427,4.205244113591357,1.6412478875283822,6.359446765715234,8.431483343874092,6.561621963484049,3.4455319281293093,2.576437776694902,1.253745425138153,5.468061502731957,5.802946573907994,4.541943577567884,4.4538159272584,2.833822355392894,4.0471327409772835,5.1717970783091936,0.0,0.0,0.0
143,Brevundimonas,8.271989345044185,9.141304152193085,0.768524684580911,9.099908208995519,5.592051978906067,3.9182160148305467,1.387664008927125,3.1424920357804935,11.965227407714044,15.14731556307482,1.6882345530138045,3.3080758085707602,0.3617645470743867,4.911718651572146,2.744731016360397,7.107503464660463,5.021507892226562,0.5345476143337953,0.6209391479634996,5.26628390417739,0.0,0.0,0.0
144,Enterobacterales,8.934980441708225,8.522755277154213,0.9042069370326061,6.466110162694519,8.71094502618974,5.697668687466114,1.8774167820449057,3.4747892946917047,9.952101228162148,7.877533280460975,3.675076956165231,4.096711608171019,1.6569659331747162,4.949390399634374,3.8856702467526065,6.641305857629974,3.330958557928837,1.4553340592080797,3.923756267390749,3.965874925508224,0.0004480708310369703,0.0,0.0
145,Unidentata,8.456213087182697,6.953299174717409,4.0863222122266984,5.7378652168811355,6.59150467399382,5.137481910274964,1.32397230805335,5.569679665193413,8.137442797355966,5.255798490241327,2.9227128720616418,3.140767395470724,0.9680447451793327,6.56314780772089,7.266202526694567,5.620526459889701,3.9455157038369775,3.4067352446513084,5.204951695545039,3.7118160128290376,0.0,0.0,0.0
146,Episquamata,8.46218751226404,6.9286919665633215,4.099132687100193,5.751344138770064,6.542129429771202,5.133236529178603,1.3078372120403439,5.568855225462109,8.150190337898827,5.241160080059652,2.919822612927279,3.146462069777481,0.9605196028413328,6.583336603743966,7.286801930850437,5.627722616851772,3.948039715866724,3.4103842078411364,5.2117263843648205,3.7204191358266945,0.0,0.0,0.0
147,Cichlomorphae,9.61156848178941,7.043056163310165,4.190623505347675,5.555272878992948,7.359540842805825,4.076648315304222,1.4531836730540262,6.184171695482715,8.427040613837809,6.048826157306115,3.4070440737989354,3.9056855302390425,1.3229263130043656,5.390415907680096,5.666195162160237,3.77644580581477,4.2628756347502215,3.274751442498499,3.931126420873742,5.11260138194918,0.0,0.0,0.0
148,Cichliformes,9.61156848178941,7.043056163310165,4.190623505347675,5.555272878992948,7.359540842805825,4.076648315304222,1.4531836730540262,6.184171695482715,8.427040613837809,6.048826157306115,3.4070440737989354,3.9056855302390425,1.3229263130043656,5.390415907680096,5.666195162160237,3.77644580581477,4.2628756347502215,3.274751442498499,3.931126420873742,5.11260138194918,0.0,0.0,0.0
149,Cichlidae,9.61156848178941,7.043056163310165,4.190623505347675,5.555272878992948,7.359540842805825,4.076648315304222,1.4531836730540262,6.184171695482715,8.427040613837809,6.048826157306115,3.4070440737989354,3.9056855302390425,1.3229263130043656,5.390415907680096,5.666195162160237,3.77644580581477,4.2628756347502215,3.274751442498499,3.931126420873742,5.11260138194918,0.0,0.0,0.0
150,Enterobacteriaceae,8.784021427411936,7.791109788431362,1.2323467344840646,6.391699583355879,8.653481954439695,5.456955792435474,2.308451923597208,4.235430983171907,9.333910502678426,6.912504734592284,4.325388236567285,4.403170824089606,1.967561279151561,4.182674097721985,4.083924030084952,6.082598344245441,3.0308154320653644,1.4109085006222608,5.128916184189167,4.283453276337861,0.0006763703262810454,0.0,0.0
