,names,counts
1186,Sporosarcina,11
1187,Holostei,11
1188,Semionotiformes,11
1189,Lepisosteidae,11
1190,Lepisosteus,11
1191,Struthioniformes,11
1192,Struthionidae,11
1193,Struthio,11
1194,Liparidae,11
1195,Liparis,11
1196,unclassified Tenacibaculum,11
1197,Thalassolituus,11
1198,Cynoglossidae,11
1199,Cynoglossinae,11
1200,Cynoglossus,11
1201,Rhinatrematidae,11
1202,Rhinatrema,11
1203,Zhihengliuella,11
1204,Zhongshania,11
1205,Salinisphaerales,10
1206,Salinisphaeraceae,10
1207,Pseudonocardiales,10
1208,Pseudonocardiaceae,10
1209,Anophelinae,10
1210,Anopheles,10
1211,Agreia,10
1212,Araneus,10
1213,Austrofundulus,10
1214,Stegastes,10
1215,Saimiriinae,10
1216,Saimiri,10
1217,Phelsuma,10
1218,unclassified Cellulosimicrobium,10
1219,Varidnaviria,10
1220,Bamfordvirae,10
1221,Nucleocytoviricota,10
1222,Megaviricetes,10
1223,Cuculiformes,10
1224,Cuculidae,10
1225,Cuculus,10
1226,Elateriformia,10
1227,Dactylosporangium,10
1228,Mandrillus,10
1229,Aptenodytes,10
1230,Theropithecus,10
1231,unclassified Gordonibacter,10
1232,Gobiiformes,10
1233,Gobioidei,10
1234,Gobiidae,10
1235,Oxudercinae,10
1236,Boleophthalmus,10
1237,Halobacteriales,10
1238,Stratiomyomorpha,10
1239,Stratiomyidae,10
1240,Hermetiinae,10
1241,Hermetia,10
1242,Isachenkonia,10
1243,Laceyella,10
1244,Otididae,10
1245,Chlamydotis,10
1246,Ceratitis,10
1247,Geospiza,10
1248,Zeugodacus,10
1249,Platyhelminthes,10
1250,Muricauda,10
1251,Nannocystaceae,10
1252,Neobacillus,10
1253,Nomascus,10
1254,Etheostomatinae,10
1255,Etheostoma,10
1256,unclassified Plantactinospora,10
1257,Scalidophora,10
1258,Priapulida,10
1259,Priapulimorpha,10
1260,Priapulimorphida,10
1261,Priapulidae,10
1262,Priapulus,10
1263,Robertkochia,10
1264,Lorisiformes,10
1265,Galagidae,10
1266,Otolemur,10
1267,Xenorhabdus,10
1268,Lipotidae,10
1269,Lipotes,10
1270,Oxalobacteraceae,9
1271,Thiotrichaceae,9
1272,Aerococcaceae,9
1273,Aerococcus,9
1274,unclassified Agreia,9
1275,Carnobacteriaceae,9
1276,Vicugna,9
1277,Anserinae,9
1278,Anser,9
1279,Trogoniformes,9
1280,Trogonidae,9
1281,Apaloderma,9
1282,Asterozoa,9
1283,Asteroidea,9
1284,Rhodobiaceae,9
1285,Macroscelidea,9
1286,Macroscelididae,9
1287,Elephantulus,9
1288,Catenovulum,9
1289,Cellulomonadaceae,9
1290,Cellvibrio,9
1291,Muscicapidae,9
1292,Ficedula,9
1293,Tursiops,9
1294,Threskiornithidae,9
1295,Nipponia,9
1296,Cytobacillus,9
1297,Octocorallia,9
1298,Alcyonacea,9
1299,Alcyoniina,9
1300,Nephtheidae,9
1301,Dendronephthya,9
1302,Desulfatibacillum,9
1303,Desulfuromonadales,9
1304,Gruidae,9
1305,Balearica,9
1306,Serranoidei,9
1307,Serranidae,9
1308,Epinephelinae,9
1309,Epinephelini,9
1310,Epinephelus,9
1311,Glycocaulis,9
1312,Phalacrocoracidae,9
1313,Phalacrocorax,9
1314,Senticaudata,9
1315,Talitrida,9
1316,Talitroidea,9
1317,Hyalellidae,9
1318,Hyalella,9
1319,Hymenobacter,9
1320,Knoellia,9
1321,Ardeidae,9
1322,Egretta,9
1323,Lygodactylus,9
1324,unclassified Microbulbifer,9
1325,Siphonopidae,9
1326,Microcaecilia,9
1327,Mobilicoccus,9
1328,Mycobacteroides,9
1329,Brassicales,9
1330,Phenylobacterium,9
1331,Plasmodium (Haemamoeba),9
1332,Puma,9
1333,Gaviiformes,9
1334,Gaviidae,9
1335,Gavia,9
1336,Rhinocerotidae,9
1337,Ceratotherium,9
1338,unclassified Spongiibacter,9
1339,Eurypygidae,9
1340,Eurypyga,9
1341,unclassified Tetrasphaera,9
1342,Thecadactylus,9
1343,Gambusia,9
1344,Phaethontidae,9
1345,Phaethon,9
1346,Yonghaparkia,9
1347,Acinetobacter,8
1348,Megabalanus,8
1349,Algibacter,8
1350,Alteromonas,8
1351,Anabarilius,8
1352,Urocitellus,8
1353,Arenibacter,8
1354,Psylloidea,8
1355,Liviidae,8
1356,Diaphorina,8
1357,Culicinae,8
1358,Eurotiomycetes,8
1359,Eurotiomycetidae,8
1360,Eurotiales,8
1361,Aspergillaceae,8
1362,Cimicomorpha,8
1363,Notothenia,8
1364,Amazona,8
1365,Auchenorrhyncha,8
1366,Fulgoroidea,8
1367,Delphacidae,8
1368,Delphacinae,8
1369,Nilaparvata,8
1370,Erwiniaceae,8
1371,Caldalkalibacillus,8
1372,Chromatiaceae,8
1373,Meropidae,8
1374,Merops,8
1375,Algavirales,8
1376,Phycodnaviridae,8
1377,Necrosciinae,8
1378,Astatotilapia,8
1379,Enhygromyxa,8
1380,Americhelydia,8
1381,Chelonioidea,8
1382,Cheloniidae,8
1383,Chelonia,8
1384,Saccharospirillaceae,8
1385,Halomonadaceae,8
1386,Halomonas,8
1387,Hirundinidae,8
1388,Hirundo,8
1389,Intrasporangium,8
1390,Janibacter,8
1391,Strophurus,8
1392,Strigops,8
1393,Nestor,8
1394,Lactiplantibacillus,8
1395,Thermoanaerobacterales,8
1396,Miniopterinae,8
1397,Miniopterus,8
1398,Miniphocibacter,8
1399,Rhabditophora,8
1400,Seriata,8
1401,Proseriata,8
1402,Monocelididae,8
1403,Minona,8
1404,Staphyliniformia,8
1405,Pungitius,8
1406,Pedococcus,8
1407,Protobothrops,8
1408,Tenrecidae,8
1409,Tenrecinae,8
1410,Echinops,8
1411,Solanum subgen. Lycopersicon,8
1412,Coliiformes,8
1413,Coliidae,8
1414,Colius,8
1415,Thalassotalea,8
1416,Brassicaceae,8
1417,Camelineae,8
1418,Arabidopsis,8
1419,Leptonychotes,8
1420,Orectolobiformes,8
1421,Rhincodontidae,8
1422,Rhincodon,8
1423,Ciconiiformes,8
1424,Pteroclidae,8
1425,Pterocles,8
1426,unclassified Yonghaparkia,8
1427,Massilia,7
1428,Eublepharidae,7
1429,Eublepharinae,7
1430,Liliopsida,7
1431,Xanthomonadales,7
1432,Halictidae,7
1433,Asaccharospora,7
1434,Chrysomeloidea,7
1435,Aspergillus,7
1436,Hemidactylus,7
1437,Bavayia,7
1438,Parasitoida,7
1439,unclassified Catenovulum,7
1440,Cellulomonas,7
1441,Dothideomycetes,7
1442,Chondrodactylus,7
1443,Nicotianoideae,7
1444,Nicotianeae,7
1445,Nicotiana,7
1446,Conexibacteraceae,7
1447,Conexibacter,7
1448,Rhopalosiphum,7
1449,Heliothinae,7
1450,Helicoverpa,7
1451,Cyrtopodion,7
1452,Diaminobutyricibacter,7
1453,Buprestoidea,7
1454,Buprestidae,7
1455,Agrilinae,7
1456,Agrilus,7
1457,Emticicia,7
1458,Enterovibrio,7
1459,Grammomys,7
1460,Kofleriaceae,7
1461,Haliangium,7
1462,Haloferacales,7
1463,Ascidiacea,7
1464,unclassified Jeotgalibacillus,7
1465,Orcinus,7
1466,Lepidodactylus,7
1467,Brachiopoda,7
1468,Linguliformea,7
1469,Lingulata,7
1470,Lingulida,7
1471,Linguloidea,7
1472,Lingulidae,7
1473,Lingula,7
1474,Echeneidae,7
1475,Echeneis,7
1476,Lottiidibacillus,7
1477,Marinicauda,7
1478,Phyllobacteriaceae,7
1479,Mesorhizobium,7
1480,Methanomada group,7
1481,Methanococci,7
1482,Methanococcales,7
1483,Gerbillinae,7
1484,Meriones,7
1485,Moritellaceae,7
1486,Moritella,7
1487,Ornithinibacillus,7
1488,Paroedura,7
1489,Plantibacter,7
1490,Myrtales,7
1491,Rhodococcus,7
1492,Phasianus,7
1493,Runella,7
1494,Hemichordata,7
1495,Enteropneusta,7
1496,Harrimaniidae,7
1497,Saccoglossus,7
1498,Callipepla,7
1499,Carcharhiniformes,7
1500,Scyliorhinidae,7
1501,Scyliorhinus,7
1502,Spirosoma,7
1503,Tetraodon,7
1504,Talpidae,7
1505,Condylura,7
1506,Edwardsiidae,7
1507,Nematostella,7
1508,Dermoptera,7
1509,Cynocephalidae,7
1510,Galeopterus,7
1511,Terrapene,7
1512,Uroplatus,7
1513,Passerellidae,7
1514,Zonotrichia,7
1515,Termopsidae,7
1516,Zootermopsis,7
1517,Agamura,6
1518,Alsophylax,6
1519,Ochrophyta,6
1520,Bacillariophyta,6
1521,Bacillariophyceae,6
1522,Bacillariophycidae,6
1523,Thalassiophysales,6
1524,Catenulaceae,6
1525,Amphora,6
1526,Arenicellales,6
1527,Arenicellaceae,6
1528,Arenicella,6
1529,NPAAA clade,6
1530,Valvatacea,6
1531,Valvatida,6
1532,Cephalochordata,6
1533,Leptocardii,6
1534,Amphioxiformes,6
1535,Branchiostomidae,6
1536,Branchiostoma,6
1537,Berryella,6
1538,Ixodinae,6
1539,Ixodes,6
1540,Psittaculidae,6
1541,Melopsittacus,6
1542,Bunopus,6
1543,Strigidae,6
1544,Athene,6
1545,Heteronotia,6
1546,Nitrososphaeria,6
1547,Nitrososphaerales,6
1548,Nitrososphaeraceae,6
1549,Candidatus Nitrosocosmicus,6
1550,Candidatus Thiodiazotropha,6
1551,Chrysochloridae,6
1552,Chrysochlorinae,6
1553,Chrysochloris,6
1554,Christinus,6
1555,Chrysomelidae,6
1556,Compostimonas,6
1557,Cryptactites,6
1558,Cucurbitales,6
1559,Cucurbitaceae,6
1560,Benincaseae,6
1561,Culicini,6
1562,unclassified Cyrtopodion,6
1563,Cystobacter,6
1564,Danaus,6
1565,Desulfuromonadaceae,6
1566,Dixonius,6
1567,Stenodactylus,6
1568,unclassified Emticicia,6
1569,Amphipyrinae,6
1570,Spodoptera,6
1571,Flavivirga,6
1572,Frondihabitans,6
1573,Ailuropoda,6
1574,Goggia,6
1575,Chlorocebus,6
1576,Halobacteriaceae,6
1577,unclassified Halioglobus,6
1578,Haloterrigena,6
1579,Hirschia,6
1580,Hyphobacterium,6
1581,Convolvulaceae,6
1582,Ipomoeeae,6
1583,Ipomoea,6
1584,unclassified Knoellia,6
1585,Kolekanos,6
1586,Kordia,6
1587,Luperosaurus,6
1588,Thermoanaerobacterales Family IV. Incertae Sedis,6
1589,Mahella,6
1590,Kryptolebias,6
1591,Methylomonas,6
1592,Microgecko,6
1593,Murdochiella,6
1594,Colinus,6
1595,Nothoprocta,6
1596,Oceanicoccus,6
1597,Oedodera,6
1598,Appendicularia,6
1599,Copelata,6
1600,Oikopleuridae,6
1601,Oikopleura,6
1602,unclassified Olsenella,6
1603,Odobenidae,6
1604,Odobenus,6
1605,Phyllostominae,6
1606,Phyllostomus,6
1607,Paragehyra,6
1608,Paraglaciecola,6
1609,Pareuzebyella,6
1610,Patagioenas,6
1611,Falconiformes,6
1612,Falconidae,6
1613,Falco,6
1614,Haliscomenobacteraceae,6
1615,Phaeodactylibacter,6
1616,Photobacterium,6
1617,Caenogastropoda,6
1618,Architaenioglossa,6
1619,Ampullarioidea,6
1620,Ampullariidae,6
1621,Pomacea,6
1622,Lythraceae,6
1623,Punica,6
1624,Pseudogekko,6
1625,Ptenopus,6
1626,Pyrococcus,6
1627,Ralstonia,6
1628,Vulpes,6
1629,Micropepsales,6
1630,Micropepsaceae,6
1631,Rhizomicrobium,6
1632,Satyrinae,6
1633,Satyrini,6
1634,Robiginitalea,6
1635,Salinisphaera,6
1636,Serratia,6
1637,Solimonas,6
1638,unclassified Sporosarcina,6
1639,Staphylinidae,6
1640,Staphylininae group,6
1641,Steninae,6
1642,Stenus,6
1643,Teredinibacter,6
1644,Tessaracoccus,6
1645,Colubridae,6
1646,Natricinae,6
1647,Thamnophis,6
1648,unclassified Thecadactylus,6
1649,Thermoactinomyces,6
1650,Hemiphyllodactylus,6
1651,Tropiocolotes,6
1652,Piliocolobus,6
1653,Urocotyledon,6
1654,Variovorax,6
1655,Erinaceidae,6
1656,Erinaceinae,6
1657,Erinaceus,6
1658,Winogradskyella,6
1659,Bagridae,6
1660,Tachysurus,6
1661,Sipha,6
1662,Elasmodactylus,6
1663,Nakaseomyces,5
1664,Nakaseomyces/Candida clade,5
1665,unclassified Acidovorax,5
1666,Acroporidae,5
1667,Acropora,5
1668,Chloroflexi,5
1669,Cyclobacteriaceae,5
1670,Sphingomonadales,5
1671,Pyraloidea,5
1672,Pyralidae,5
1673,Apibacter,5
1674,unclassified Aquimarina,5
1675,dalbergioids sensu lato,5
1676,Dalbergieae,5
1677,Pterocarpus clade,5
1678,Arachis,5
1679,Arcobacter group,5
1680,Merostomata,5
1681,Xiphosura,5
1682,Limulidae,5
1683,Limulus,5
1684,Candidatus Gribaldobacteria,5
1685,Tytonidae,5
1686,Tyto,5
1687,Platysternidae,5
1688,Platysternon,5
1689,Sciaroidea,5
1690,Brevibacillus,5
1691,Calodactylodes,5
1692,Candidatus Saccharibacteria,5
1693,unclassified Cellvibrio,5
1694,Cervinae,5
1695,Cervus,5
1696,Chitinophaga,5
1697,Duplodnaviria,5
1698,Heunggongvirae,5
1699,Uroviricota,5
1700,Caudoviricetes,5
1701,Caudovirales,5
1702,Drexlerviridae,5
1703,Tempevirinae,5
1704,Tlsvirus,5
1705,Teratoscincus,5
1706,Psychromonadaceae,5
1707,Crossobamon,5
1708,Kalotermitidae,5
1709,Cryptotermitinae,5
1710,Cryptotermes,5
1711,Cucumis,5
1712,Cyclospora,5
1713,Desulfuromonas,5
1714,Dierogekko,5
1715,Holocephali,5
1716,Chimaeriformes,5
1717,Callorhinchidae,5
1718,Callorhinchus,5
1719,unclassified Glutamicibacter,5
1720,Haloferacaceae,5
1721,Hammondia,5
1722,Tarentola,5
1723,Trichoptera,5
1724,Integripalpia,5
1725,Plenitentoria,5
1726,Limnephiloidea,5
1727,Limnephilidae,5
1728,Limnephilinae,5
1729,Limnephilini,5
1730,Hesperophylax,5
1731,Hyalangium,5
1732,Kineosphaera,5
1733,Elapinae,5
1734,Ophiophagus,5
1735,Lacinutrix,5
1736,Lentibacillus,5
1737,Lihuaxuella,5
1738,Wasmannia,5
1739,unclassified Maricaulis,5
1740,Marinagarivorans,5
1741,Minicystis,5
1742,unclassified Mobilicoccus,5
1743,Muriicola,5
1744,Myroides,5
1745,Nactus,5
1746,Nannocystis,5
1747,Paniegekko,5
1748,Acyrthosiphon,5
1749,Sphingobacteriia,5
1750,Sphingobacteriales,5
1751,Sphingobacteriaceae,5
1752,Tarsiiformes,5
1753,Tarsiidae,5
1754,Carlito,5
1755,unclassified Plantibacter,5
1756,Pocillopora,5
1757,Polaribacter,5
1758,Propioniciclava,5
1759,unclassified Propioniciclava,5
1760,Ramigekko,5
1761,Solenopsis,5
1762,Saltuarius,5
1763,Sediminicola,5
1764,unclassified Tessaracoccus,5
1765,Thiothrix,5
1766,Trichococcus,5
1767,Cathartidae,5
1768,Cathartes,5
1769,Acariformes,5
1770,Trombidiformes,5
1771,Prostigmata,5
1772,Eleutherengona,5
1773,Raphignathae,5
1774,Tetranychoidea,5
1775,Tetranychidae,5
1776,Tetranychus,5
1777,Amalosia,5
1778,Zosteropidae,5
1779,Zosterops,5
1780,Abyssibacter,4
1781,Acidothermales,4
1782,Acidothermaceae,4
1783,Acidothermus,4
1784,Acinetobacter calcoaceticus/baumannii complex,4
1785,Actinokineospora,4
1786,Actinomyces,4
1787,Kangiellaceae,4
1788,Erythrobacteraceae,4
1789,Aquabacterium,4
1790,Argiope,4
1791,Perna,4
1792,Pleuronectidae,4
1793,Hippoglossus,4
1794,Oestroidea,4
1795,Calliphoridae,4
1796,Luciliinae,4
1797,Lucilia,4
1798,Avibacterium,4
1799,Cimicidae,4
1800,Cimex,4
1801,Aleyrodoidea,4
1802,Aleyrodidae,4
1803,Aleyrodinae,4
1804,Bemisia,4
1805,Caryophyllales,4
1806,Chenopodiaceae,4
1807,Bombus vancouverensis,4
1808,Bradyrhizobiaceae,4
1809,Bradyrhizobium,4
1810,Pentatomomorpha,4
1811,Pentatomoidea,4
1812,Pentatomidae,4
1813,Pentatominae,4
1814,Halyomorpha,4
1815,Plusiinae,4
1816,Trichoplusia,4
1817,unclassified Cellulophaga,4
1818,Phasmatidae,4
1819,Phasmatinae,4
1820,Sapindales,4
1821,Rutaceae,4
1822,Aurantioideae,4
1823,Citrus,4
1824,Coelacanthiformes,4
1825,Coelacanthidae,4
1826,Latimeria,4
1827,Chrysomelinae,4
1828,Doryphorini,4
1829,Leptinotarsa,4
1830,unclassified Conexibacter,4
1831,Croceivirga,4
1832,Desulfosarcina,4
1833,Fungi incertae sedis,4
1834,Amoebozoa,4
1835,Rophitinae,4
1836,Dufourea,4
1837,Aiptasiidae,4
1838,Exaiptasia,4
1839,unclassified Flavivirga,4
1840,Gilvimarinus,4
1841,Caprinae,4
1842,Gryllotalpicola,4
1843,Stolidobranchia,4
1844,Haloarculaceae,4
1845,Hazenella,4
1846,unclassified Hazenella,4
1847,Malvales,4
1848,Malvaceae,4
1849,Malvoideae,4
1850,Hibiscus,4
1851,Mesostigmata,4
1852,Gamasina,4
1853,Scorpaenoidei,4
1854,Sebastidae,4
1855,Sebastinae,4
1856,Sebastes,4
1857,Gelechioidea,4
1858,Cosmopterigidae,4
1859,Cosmopteriginae,4
1860,Hyposmocoma,4
1861,Sousa,4
1862,Lacibacter,4
1863,Limosa,4
1864,Lujinxingia,4
1865,Lysinimonas,4
1866,Xanthomonadaceae,4
1867,Malaciobacter,4
1868,Marortus,4
1869,Melanaphis,4
1870,Methanocaldococcaceae,4
1871,Methanotorris,4
1872,unclassified Microterricola,4
1873,Choanoflagellata,4
1874,Craspedida,4
1875,Salpingoecidae,4
1876,indigoferoid/millettioid clade,4
1877,Phaseoleae,4
1878,Mycobacterium avium complex (MAC),4
1879,unclassified Nitrosarchaeum,4
1880,unclassified Oceanicoccus,4
1881,Ectothiorhodospiraceae,4
1882,Paenactinomyces,4
1883,Pantoea,4
1884,unclassified Paraglaciecola,4
1885,Pedobacter,4
1886,Perochirus,4
1887,Prymnesiovirus,4
1888,unclassified Prymnesiovirus,4
1889,Phoenicopteriformes,4
1890,Phoenicopteridae,4
1891,Phoenicopterus,4
1892,Oomycota,4
1893,Peronosporales,4
1894,Peronosporaceae,4
1895,Phytophthora,4
1896,unclassified Polyangium,4
1897,unclassified Pyxidicoccus,4
1898,Ramlibacter,4
1899,Reinekea,4
1900,unclassified Runella,4
1901,Diuraphis,4
1902,Sediminibacillus,4
1903,Pleocyemata,4
1904,unclassified Solirubrobacter,4
1905,Staphylospora,4
1906,Stigmatella,4
1907,Istiophoriformes,4
1908,Xiphiidae,4
1909,Xiphias,4
1910,Thysanoptera,4
1911,Terebrantia,4
1912,Thripoidea,4
1913,Thripidae,4
1914,Tissierellaceae,4
1915,Tissierella,4
1916,Vitiosangium,4
1917,unclassified Vitiosangium,4
1918,Lonchodinae,3
1919,Afrogecko,3
1920,Agarilytica,3
1921,Rhodanobacteraceae,3
1922,Megachilidae,3
1923,Megachilinae,3
1924,Algibacillus,3
1925,Algoriphagus,3
1926,Alkalicaulis,3
1927,Alteripontixanthobacter,3
1928,Phycitinae,3
1929,Amyelois,3
1930,Antarcticibacterium,3
1931,Rhagoletis,3
1932,unclassified Aquabacterium,3
1933,Aquidulcibacter,3
1934,Atta,3
1935,Actiniidae,3
1936,Actinia,3
1937,Bacillus amyloliquefaciens group,3
1938,Areolatae,3
1939,Bacilloidea,3
1940,Bacillidae,3
1941,Bacillinae,3
1942,Bacillini,3
1943,Bactrocera,3
1944,Asterinidae,3
1945,Patiria,3
1946,Blaesodactylus,3
1947,Blautia,3
1948,Ictaluridae,3
1949,Ictalurus,3
1950,Phyllopezus,3
1951,Sciaridae,3
1952,Bradysia,3
1953,Pygopodidae,3
1954,Euopisthobranchia,3
1955,Aplysiida,3
1956,Aplysioidea,3
1957,Aplysiidae,3
1958,Aplysia,3
1959,Thaumarchaeota incertae sedis,3
1960,Candidatus Nitrosotenuis,3
1961,Candidatus Phycosocius,3
1962,Diapheromeridae,3
1963,Diapheromerinae,3
1964,Diapheromerini,3
1965,Caribbiopheromera,3
1966,Catellatospora,3
1967,unclassified Cellulomonas,3
1968,Epilithonimonas,3
1969,Coleodactylus,3
1970,Coriobacteriaceae,3
1971,Collinsella,3
1972,Elateroidea,3
1973,Lampyridae,3
1974,Lampyrinae,3
1975,Photinus,3
1976,Hylobates,3
1977,Dothideomycetes incertae sedis,3
1978,Conlephasma,3
1979,Chalcidoidea,3
1980,Corallincola,3
1981,Crenadactylus,3
1982,Acanthasteridae,3
1983,Acanthaster,3
1984,Danainae,3
1985,Danaini,3
1986,Danaina,3
1987,Dermacentor,3
1988,unclassified Desulfuromonas,3
1989,Ichneumonoidea,3
1990,Braconidae,3
1991,Evosea,3
1992,Eumycetozoa,3
1993,Dictyostelia,3
1994,Dictyosteliales,3
1995,Dictyosteliaceae,3
1996,Dictyostelium,3
1997,Diplodactylus,3
1998,Embleya,3
1999,Enterobacter,3
2000,Erwinia,3
2001,Erysipelotrichia,3
2002,Erysipelotrichales,3
2003,Erysipelotrichaceae,3
2004,Eubacteriaceae,3
2005,Eubacterium,3
2006,Forcipulatacea,3
2007,Forcipulatida,3
2008,Asteriidae,3
2009,Asterias,3
2010,Eurydactylodes,3
2011,Euryhalocaulis,3
2012,Eudyptes,3
2013,Formicinae,3
2014,unclassified Frondihabitans,3
2015,Fulvivirgaceae,3
2016,Fulvivirga,3
2017,Gaetbulibacter,3
2018,unclassified Gaetbulibacter,3
2019,Gallaecimonas,3
2020,Geckolepis,3
2021,Geobacteraceae,3
2022,Geothermobacter,3
2023,Hahellaceae,3
2024,Homopholis,3
2025,Hydrocarboniphaga,3
2026,unclassified Hyphobacterium,3
2027,Hyphomonas,3
2028,unclassified Hyphomonas,3
2029,Tardigrada,3
2030,Eutardigrada,3
2031,Parachela,3
2032,Hypsibiidae,3
2033,Hypsibius,3
2034,Ketobacter,3
2035,unclassified Kordia,3
2036,Kroppenstedtia,3
2037,unclassified Kytococcus,3
2038,Marinilabiliales,3
2039,Cyanobacteria,3
2040,Synechococcales,3
2041,Leptolyngbyaceae,3
2042,Leptolyngbya,3
2043,Leucothrix,3
2044,Levyella,3
2045,Marinilactibacillus,3
2046,Marinobacterium,3
2047,Hyphomicrobiaceae,3
2048,Maritalea,3
2049,Matoatoa,3
2050,Mesoflavibacter,3
2051,Methylosarcina,3
2052,Vigna,3
2053,Naultinus,3
2054,Neohirasea,3
2055,Nephrurus,3
2056,Rhacodactylus,3
2057,Rhodobacterales,3
2058,Rhodobacteraceae,3
2059,Okibacterium,3
2060,Oligoflexia,3
2061,Oligoflexales,3
2062,Faviina,3
2063,Merulinidae,3
2064,Orbicella,3
2065,Orraya,3
2066,Lucasium,3
2067,Parvibaculum,3
2068,unclassified Phenylobacterium,3
2069,Leotiomycetes,3
2070,Phragmatopoma,3
2071,Monotremata,3
2072,Ornithorhynchidae,3
2073,Ornithorhynchus,3
2074,Plesiocystis,3
2075,Polycladomyces,3
2076,unclassified Polycladomyces,3
2077,Ponticaulis,3
2078,Crotalus,3
2079,Rhodocyclales,3
2080,Arachnia,3
2081,Pyruvatibacter,3
2082,Fagales,3
2083,Fagaceae,3
2084,Quercus,3
2085,Chenopodioideae,3
2086,unclassified Ramlibacter,3
2087,Woodworthia,3
2088,Pygocentrus,3
2089,Rhizobiaceae,3
2090,Rhizobium/Agrobacterium group,3
2091,Rhizobium,3
2092,unclassified Robertkochia,3
2093,Aristelliger,3
2094,unclassified Salegentibacter,3
2095,unclassified Salinimicrobium,3
2096,Sandaracinaceae,3
2097,Sandaracinus,3
2098,Saurodactylus,3
2099,Segetibacter,3
2100,Sinimarinibacterium,3
2101,unclassified Sinimarinibacterium,3
2102,Sporolactobacillaceae,3
2103,Sinobaca,3
2104,Nitidulidae,3
2105,Nitidulinae,3
2106,Aethina,3
2107,Brachyura,3
2108,Eubrachyura,3
2109,Majoidea,3
2110,Majidae,3
2111,Chionoecetes,3
2112,Channichthyidae,3
2113,Pseudochaenichthys,3
2114,Spongiivirga,3
2115,Mycalesina,3
2116,Bicyclus,3
2117,Chondrostei,3
2118,Acipenseriformes,3
2119,Acipenseridae,3
2120,Acipenser,3
2121,Terricaulis,3
2122,Theileriidae,3
2123,Theileria,3
2124,unclassified Thermoactinomyces,3
2125,Sphingidae,3
2126,Sphinginae,3
2127,Sphingini,3
2128,Manduca,3
2129,Reduviidae,3
2130,Triatominae,3
2131,Triatoma,3
2132,Liliales,3
2133,Liliaceae,3
2134,Lilium,3
2135,Uvidicolus,3
2136,Nymphalinae,3
2137,Vanessa,3
2138,Phlebobranchia,3
2139,Cionidae,3
2140,Ciona,3
2141,Vulgatibacteraceae,3
2142,Vulgatibacter,3
2143,Rhynchoedura,3
2144,Frankliniella,3
2145,Phytoseioidea,3
2146,Phytoseiidae,3
2147,Typhlodrominae,3
2148,Galendromus,3
2149,Woodsholea,3
2150,Taeniopygia,3
2151,Acanthomenexenus,2
2152,Rhodospirillales,2
2153,Acetobacteraceae,2
2154,Acidipropionibacterium,2
2155,Actinoplanes,2
2156,Aequorivita,2
2157,unclassified Aerococcus,2
2158,Aeromicrobium,2
2159,Aeromonadales,2
2160,Aeromonadaceae,2
2161,Hemitheconyx,2
2162,Anaerolineae,2
2163,Ahniella,2
2164,Alcaligenaceae,2
2165,Alcaligenes,2
2166,Megachile,2
2167,Nomiinae,2
2168,Nomia,2
2169,Acunomia,2
2170,Rosales,2
2171,Rosaceae,2
2172,unclassified Apibacter,2
2173,Aquirufa,2
2174,unclassified Archangium,2
2175,Arcticibacterium,2
2176,Dolichoderinae,2
2177,Linepithema,2
2178,Asaccus,2
2179,Aedini,2
2180,Aedes,2
2181,Stegomyia,2
2182,Apis,2
2183,Quedenfeldtia,2
2184,Aureivirga,2
2185,Scorpiones,2
2186,Buthida,2
2187,Buthoidea,2
2188,Buthidae,2
2189,Hologalegina,2
2190,IRL clade,2
2191,Bartonellaceae,2
2192,Bartonella,2
2193,Cynipoidea,2
2194,Cynipidae,2
2195,Cynipinae,2
2196,Cynipini,2
2197,Belonocnema,2
2198,Brucellaceae,2
2199,Brucella,2
2200,pseudomallei group,2
2201,Buttiauxella,2
2202,Pieridae,2
2203,Pierinae,2
2204,Pieris,2
2205,Caldicoprobacteraceae,2
2206,Caldicoprobacter,2
2207,Zalophus,2
2208,Candidatus Phaeomarinobacter,2
2209,Planctomycetes,2
2210,Thiodictyon,2
2211,Dothideomycetidae,2
2212,Mycosphaerellaceae,2
2213,Cercospora,2
2214,unclassified Phycodnaviridae,2
2215,Magnoliidae,2
2216,Laurales,2
2217,Lauraceae,2
2218,Cinnamomum,2
2219,Citrobacter virus DK2017,2
2220,Citrobacter virus Sazh,2
2221,Anabantidae,2
2222,Anabas,2
2223,Acanthoxylini,2
2224,Clitarchus,2
2225,Gentianales,2
2226,Rubiaceae,2
2227,Ixoroideae,2
2228,Gardenieae complex,2
2229,Bertiereae - Coffeeae clade,2
2230,Coffeeae,2
2231,Coffea,2
2232,Coleonyx,2
2233,Sordariomycetes,2
2234,Hypocreomycetidae,2
2235,campanulids,2
2236,Asterales,2
2237,Asteraceae,2
2238,Asteroideae,2
2239,Heliantheae alliance,2
2240,Heliantheae,2
2241,Helianthus,2
2242,Echinidae,2
2243,Paracentrotus,2
2244,Coniosporium,2
2245,Encyrtidae,2
2246,Encyrtinae,2
2247,Copidosoma,2
2248,Croceitalea,2
2249,Crocinitomicaceae,2
2250,Homonota,2
2251,Dermatophilus,2
2252,Desulfobulbaceae,2
2253,Desulfoluna,2
2254,Desulfovibrionales,2
2255,Desulfovibrionaceae,2
2256,Desulfovibrio,2
2257,Syntrophomonadaceae,2
2258,Dethiobacter,2
2259,Opiinae,2
